id,skill,epic,group,priority,phase,status,dependencies,description,acceptance_hint
ELMOS-WF-006,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",State machines,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Prevent approval before a plan exists.,Implement and verify: Prevent approval before a plan exists.
ELMOS-WF-007,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Idempotent start,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Generate deterministic Workflow ID at project creation.,Implement and verify: Generate deterministic Workflow ID at project creation.
ELMOS-WF-008,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Idempotent start,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Support Idempotency-Key on start and side-effecting commands.,Implement and verify: Support Idempotency-Key on start and side-effecting commands.
ELMOS-WF-009,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Idempotent start,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Use compare-and-set, transactional outbox, or Temporal Update-with-Start to remove dual-write race.","Implement and verify: Use compare-and-set, transactional outbox, or Temporal Update-with-Start to remove dual-write race."
ELMOS-WF-010,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Idempotent start,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Return existing workflow for duplicate start.,Implement and verify: Return existing workflow for duplicate start.
ELMOS-WF-011,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Idempotent start,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Test concurrent starts and failures between each write.,Implement and verify: Test concurrent starts and failures between each write.
ELMOS-WF-012,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Replace generic workflow runtime exceptions with explicit application failures or modeled states.,Implement and verify: Replace generic workflow runtime exceptions with explicit application failures or modeled states.
ELMOS-WF-013,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Wrap workflows so FAILED or CANCELLED is always persisted.,Implement and verify: Wrap workflows so FAILED or CANCELLED is always persisted.
ELMOS-WF-014,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Set per-activity timeouts, heartbeat, and retry policies.","Implement and verify: Set per-activity timeouts, heartbeat, and retry policies."
ELMOS-WF-015,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Heartbeat parse, build, transform, verification, transfer, and model work.","Implement and verify: Heartbeat parse, build, transform, verification, transfer, and model work."
ELMOS-WF-016,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Store checkpoint references in heartbeat details.,Implement and verify: Store checkpoint references in heartbeat details.
ELMOS-WF-017,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Use versioned records and stable data conversion.,Implement and verify: Use versioned records and stable data conversion.
ELMOS-WF-018,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Activity correctness,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Add Workflow Versioning, Search Attributes, and Continue-As-New.","Implement and verify: Add Workflow Versioning, Search Attributes, and Continue-As-New."
ELMOS-WF-019,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Add attempt, lease_generation, lease_expires_at, fencing_token, receipt_id, and checkpoint to tasks.","Implement and verify: Add attempt, lease_generation, lease_expires_at, fencing_token, receipt_id, and checkpoint to tasks."
ELMOS-WF-020,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Implement acknowledgement and periodic renewal.,Implement and verify: Implement acknowledgement and periodic renewal.
ELMOS-WF-021,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Require attempt/generation on heartbeat, complete, and fail.","Implement and verify: Require attempt/generation on heartbeat, complete, and fail."
ELMOS-WF-022,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Reject late results from old or expired leases.,Implement and verify: Reject late results from old or expired leases.
ELMOS-WF-023,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Make repeated completion with the same receipt idempotent.,Implement and verify: Make repeated completion with the same receipt idempotent.
ELMOS-WF-024,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Enter reconciliation on conflicting receipts.,Implement and verify: Enter reconciliation on conflicting receipts.
ELMOS-WF-025,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Reap expired work to UNKNOWN_RESULT.,Implement and verify: Reap expired work to UNKNOWN_RESULT.
ELMOS-WF-026,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Reconcile workspace, process, artifact, PR, check, and billing before retry.","Implement and verify: Reconcile workspace, process, artifact, PR, check, and billing before retry."
ELMOS-WF-027,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Lease and fencing,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Move irreconcilable work to MANUAL_RECOVERY.,Implement and verify: Move irreconcilable work to MANUAL_RECOVERY.
ELMOS-WF-028,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Add authorized project/task cancel APIs.,Implement and verify: Add authorized project/task cancel APIs.
ELMOS-WF-029,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"Propagate cancel to workflow, activity, runner, and child processes.","Implement and verify: Propagate cancel to workflow, activity, runner, and child processes."
ELMOS-WF-030,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Persist CANCEL_REQUESTED and CANCELLING truthfully.,Implement and verify: Persist CANCEL_REQUESTED and CANCELLING truthfully.
ELMOS-WF-031,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Save final checkpoint and partial artifact manifest.,Implement and verify: Save final checkpoint and partial artifact manifest.
ELMOS-WF-032,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Expose noninterruptible boundaries.,Implement and verify: Expose noninterruptible boundaries.
ELMOS-WF-033,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Implement pause/resume and approval signals.,Implement and verify: Implement pause/resume and approval signals.
ELMOS-WF-034,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Replace database polling with signals or async completion.,Implement and verify: Replace database polling with signals or async completion.
ELMOS-WF-035,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery","Cancel, pause, resume",P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,"On resume compare snapshot, toolchain, policy, rule, and target digests.","Implement and verify: On resume compare snapshot, toolchain, policy, rule, and target digests."
ELMOS-WF-036,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Logs and operations,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Implement chunked logs with monotonic sequence numbers.,Implement and verify: Implement chunked logs with monotonic sequence numbers.
ELMOS-WF-037,elmos-temporal-task-reliability,"Temporal Workflow, Task Lease, Cancellation, and Recovery",Logs and operations,P0,G2,BACKLOG,elmos-architecture-contract-governance;elmos-identity-tenant-security,Support resumable SSE or WebSocket streaming.,Implement and verify: Support resumable SSE or WebSocket streaming.
